message,label
Müdür haftaya kursuna bilet almış.,normal
Spor salonu üyeliğinde 1 alana 1 bedava. [Kod: QC3X],spam
Lazer epilasyonda bitiş garantili paketler. [Kod: 0IZF],spam
Apple ID kilitlendi. [Kod: FCYA],spam
Hakkınızda suç duyurusu var. (Ref: NNZZ),spam
Arabuluculuk dosyanız hukuk büromuza devredilmiştir. Arayın: 0212... [Kod: 3RG5],spam
"Yapay zeka robotu sizin yerinize işlem yapsın, siz uyurken kazanın. (Ref: 3Y33)",spam
Müdür sabah parka bizi bekliyor.,normal
Klimayı biraz kısabilir miyiz?,normal
İnternet faturasını ödedin mi?,normal
Fotoğrafları gruba atar mısın?,normal
Akşam yemeğinde ne yiyelim?,normal
Elon Musk'ın yeni projesi! 1 yatır 100 kazan. [Kod: 8KP8],spam
Ayşe gelince kursuna bilet almış.,normal
Steam cüzdan kodu kazandın. [Kod: C9IJ],spam
Yarın spora gidecek misin?,normal
Kira yardımı almak için formu doldurun. [Kod: 8SPO],spam
Hoca bu gece ofise kargoyu teslim almış.,normal
Doktor haftaya işe raporu tamamlamış.,normal
Google hesabınızda güvenlik uyarısı. [Kod: HA8Z],spam
İlamsız icra takibine itiraz süreniz dolmak üzeredir. (Ref: QH29),spam
Netflix üyeliğiniz askıya alındı. [Kod: UY4P],spam
Binance TR hesabınız kısıtlandı. Doğrulama yapın. (Ref: CELS),spam
Teyzem selam söylüyor.,normal
Papara hesabınıza 500 TL para girişi oldu. Onaylamak için tıklayın. [Kod: F11J],spam
Türk Telekom fiber internet altyapısı binanıza geldi. Başvuru için arayın. (Ref: QBIV),spam
Binance TR hesabınız kısıtlandı. Doğrulama yapın. [Kod: SRW2],spam
"Telegram grubumuza katılın, pump sinyallerini yakalayın. (Ref: G0T3)",spam
Kurye yarın hastaneye bizi bekliyor.,normal
Doktor haftaya parka haber verdi.,normal
Mangal kömürü almayı unutma.,normal
Sürat Kargo: Kargonuz yola çıktı. [Kod: K3CR],spam
Yurt başvurusu yaptım.,normal
Sigarayı bırakmak artık çok kolay. Bitkisel setimizi deneyin. [Kod: SFD6],spam
Patreon ödemesi alınamadı. [Kod: BAO7],spam
"Dökülen saçlara son, mavi serum mucizesi. (Ref: ZNKX)",spam
Arabuluculuk dosyanız hukuk büromuza devredilmiştir. Arayın: 0212... (Ref: V522),spam
Google hesabınızda güvenlik uyarısı. (Ref: SAP5),spam
Avukatımız sizinle görüşmek istiyor. [Kod: 669X],spam
Xiaomi bulut yedekleme başarısız. [Kod: NYI0],spam
Parkta buluşuruz.,normal
Ders seçimi sistemi kilitlendi.,normal
Doktor bugün kursuna dosyayı göndermiş.,normal
Fatma bu gece sinemaya erken gelecek.,normal
Apple ID kilitlendi. [Kod: 63TR],spam
Instagram'da gördün mü?,normal
Annem birazdan okula erken gelecek.,normal
Babam sabah eve anahtarı bırakmış.,normal
Mesaiye kalacak mısın?,normal
Hakkınızda tazminat davası açılmıştır. Dava dosyasını görmek için tıklayın. (Ref: GSJW),spam
Yönetici bu gece toplantıya mail atmış.,normal
Anahtarı paspasın altına bıraktım.,normal
Dosya masrafı ödemeden kredinizi yapılandırıyoruz. Hukuk bürosunu arayın. [Kod: TJ2B],spam
Bahis severler buraya! En yüksek oranlar sadece bizde. [Kod: DMPQ],spam
MNG Kargo: Takip numaranız aşağıdadır. (Ref: YO3Z),spam
Linkedin profilinizi kimler görüntüledi? Görmek için tıkla. [Kod: 379U],spam
İlamsız icra takibine itiraz süreniz dolmak üzeredir. (Ref: EWZL),spam
Kombi petek temizliği kışa özel fiyat. [Kod: BNVS],spam
Kurye birazdan kafeye gidecekmiş.,normal
"Bahis sitemize üye olun, 500 TL hoşgeldin bonusu kazanın! [Kod: S4AP]",spam
Bu kitabı okudun mu?,normal
Babam sabah parka telefon etti.,normal
Konser saat kaçta başlıyor?,normal
Annem birazdan eve erken gelecek.,normal
Halkbank esnaf kredisi başvurunuz onaylandı. [Kod: N7ER],spam
"Yemeği ocağa koydum, altını kısarsın.",normal
Kardeşim pazartesi günü markete gecikeceğini söyledi.,normal
Müdür hafta sonu maça erken gelecek.,normal
Lazer epilasyonda bitiş garantili paketler. (Ref: 729V),spam
Yönetici haftaya okula gidecekmiş.,normal
Hoca hafta sonu parka iptal etmiş.,normal
Bankamızdan ön onaylı 50.000 TL krediniz hazır. Şubeye gitmeden kullanın. (Ref: QVUW),spam
Hesabında kalan bakiyeyi kullanmak için son gün! (Ref: COBL),spam
Komşu birazdan sinemaya seni sordu.,normal
Dosya masrafı ödemeden kredinizi yapılandırıyoruz. Hukuk bürosunu arayın. [Kod: 0AY5],spam
"Teşekkür ederim, sağ ol.",normal
Babam pazartesi günü toplantıya haber verdi.,normal
Teyzem pazartesi günü parka kargoyu teslim almış.,normal
Mehmet akşam hastaneye gecikeceğini söyledi.,normal
Ortalamam düştü.,normal
Teyzem gelince işe bilet almış.,normal
Canlı destek hattımız 7/24 hizmetinizde. [Kod: DGED],spam
Twitch aboneliğiniz yenilendi. (Ref: Q6ZP),spam
Komşu sabah okula haber verdi.,normal
Mehmet akşam kursuna bilet almış.,normal
İlamsız icra takibine itiraz süreniz dolmak üzeredir. [Kod: WWRF],spam
Poker turnuvasına kayıtlar başladı. [Kod: Y21B],spam
Erkeklere özel güç arttırıcı macun kapıda ödeme ile. (Ref: 9LIC),spam
Ödevin teslim tarihi ne zaman?,normal
Yasal bahis sitelerinden sıkıldın mı? Farkı gör. (Ref: EQHO),spam
Erkeklere özel güç arttırıcı macun kapıda ödeme ile. (Ref: SABO),spam
UYAP: Adınıza kayıtlı uzlaştırma dosyası kapatılmadığı takdirde haciz işlemi uygulanacaktır. (Ref: 0U4M),spam
Google hesabınızda güvenlik uyarısı. (Ref: 21NV),spam
Snapchat şifreniz sıfırlandı. (Ref: T7W2),spam
Müdür gelince sinemaya kargoyu teslim almış.,normal
PlayStation turnuvası yapalım.,normal
Bankamatik kartınız kopyalanmış olabilir. Şifrenizi değiştirmek için tıklayın. [Kod: JCT1],spam
Çekiliş sonucunda araba kazanan asil talihli sizsiniz. (Ref: G8TI),spam
Ayşe akşam kursuna mail atmış.,normal
Ahmet pazartesi günü toplantıya kargoyu teslim almış.,normal
Annemler pazar günü kahvaltıya gelecek.,normal
Pandemi destek ödemesi hesabınıza yatırılmıştır. Kontrol edin. (Ref: AQ6C),spam
Ayşe bu gece hastaneye kargoyu teslim almış.,normal
Garanti BBVA mobil şifreniz bloke oldu. Açmak için tıklayınız. (Ref: OL2D),spam
Babam bu gece toplantıya mail atmış.,normal
Fatma bugün ofise bizi bekliyor.,normal
Xiaomi bulut yedekleme başarısız. [Kod: 835R],spam
Kredi notunuzu yükseltmek ister misiniz? Danışmanlarımız sizi arasın. (Ref: N5TK),spam
Ahmet bugün ofise anahtarı bırakmış.,normal
Papara hesabınıza 500 TL para girişi oldu. Onaylamak için tıklayın. [Kod: AXGV],spam
Sınav sonuçları açıklandı mı?,normal
Fatma yarın markete bilet almış.,normal
Sunucu hatası veriyor sistem.,normal
"Telegram grubumuza katılın, pump sinyallerini yakalayın. (Ref: FROU)",spam
Hesabınız topluluk kurallarını ihlal etti. (Ref: P36O),spam
Erkeklere özel güç arttırıcı macun kapıda ödeme ile. [Kod: IKJC],spam
Hukuk Bürosu: Borcunuzu ödemediğiniz takdirde eve icra memurları gelecektir. (Ref: NHLW),spam
Annem bugün eve rezervasyon yaptırmış.,normal
Babam sabah maça raporu tamamlamış.,normal
Sanal bahislerde 7/24 kazanma şansı. (Ref: XFHW),spam
Haftalık planlama toplantısı başladı.,normal
MNG Kargo: Takip numaranız aşağıdadır. [Kod: IIG5],spam
Sabah beni 7'de uyandırabilir misin?,normal
Tebligatınız muhtara bırakılmıştır. [Kod: O8MA],spam
Komşu yarın hastaneye rezervasyon yaptırmış.,normal
Kardeşim birazdan parka mesaj attı.,normal
Babam sabah kafeye mail atmış.,normal
Snapchat şifreniz sıfırlandı. [Kod: IA9G],spam
Ahmet öğleden sonra ofise seni sordu.,normal
Komşu bugün sinemaya bizi bekliyor.,normal
Annem bu gece ofise rezervasyon yaptırmış.,normal
"Yapay zeka robotu sizin yerinize işlem yapsın, siz uyurken kazanın. (Ref: 1A2A)",spam
Kardeşim yarın kafeye rezervasyon yaptırmış.,normal
Ayşe haftaya okula mail atmış.,normal
Komşu akşam eve kargoyu teslim almış.,normal
Emeklilere özel faizsiz kredi imkanı. (Ref: HTOE),spam
Google hesabınızda güvenlik uyarısı. [Kod: XFVF],spam
Arkadaşınız size gizli bir mesaj gönderdi. Okumak için tıkla. [Kod: I60K],spam
Annem öğleden sonra parka kargoyu teslim almış.,normal
Günün maçı şifresiz yayınla sitemizde. İzlemek için tıkla. (Ref: 673V),spam
Babam hafta sonu okula rezervasyon yaptırmış.,normal
"Belge yok, evrak yok! 5 dakika içinde çekim garantisi. (Ref: IQPL)",spam
Babam haftaya toplantıya telefon etti.,normal
Müdür bey seni odasına çağırıyor.,normal
Yurtdışında çalışma imkanı. Vize işlemleri bizden. [Kod: CE9D],spam
"Yüksek oran, tek maç! Bu fırsatı kaçırma. (Ref: YSU2)",spam
Hoca birazdan markete kargoyu teslim almış.,normal
Ücretsiz borsa eğitimi kitabı indir. (Ref: DGXP),spam
Babam pazartesi günü kafeye dosyayı göndermiş.,normal
Öğrenci işlerine uğramam lazım.,normal
Fatma birazdan eve kargoyu teslim almış.,normal
Haftasonuna özel FreeSpin yağmuru başladı. Slot oyunlarında geçerli. (Ref: EDIV),spam
Haftasonuna özel FreeSpin yağmuru başladı. Slot oyunlarında geçerli. (Ref: NKYE),spam
TikTok jeton hilesi için tıkla. [Kod: VE78],spam
Babam hafta sonu ofise seni sordu.,normal
Sadece size özel kredi faiz oranları. Son gün bugün! [Kod: 38CN],spam
"E-Devlet kapısı şifreniz ile giriş yapılmış, size ait değilse tıklayın. (Ref: O8SS)",spam
Burs başvurunuz kabul edildi. IBAN gönderin. [Kod: 0YUS],spam
Fatma sabah hastaneye haber verdi.,normal
İkinci el telefon alım satım merkezi. [Kod: 684B],spam
Sigorta borcunuzdan dolayı araç haczi uygulanacaktır. (Ref: UC6D),spam
Kardeşim birazdan maça raporu tamamlamış.,normal
Yasal bahis sitelerinden sıkıldın mı? Farkı gör. [Kod: DOJK],spam
Fatma bu gece işe haber verdi.,normal
Bahis hesabınızdaki bonusların süresi dolmak üzere. (Ref: QSRB),spam
Netflix üyeliğiniz askıya alındı. (Ref: XZJU),spam
İkinci el telefon alım satım merkezi. (Ref: ELI9),spam
İnternet bağlantım koptu.,normal
Altın fiyatları uçacak! Alım fırsatını kaçırmayın. (Ref: Z7SV),spam
Derbiye özel 50.00 oran! Galatasaray - Fenerbahçe maçı için tıkla. [Kod: G7Z9],spam
Kilo vermek isteyenler buraya! 1 ayda 10 kilo garanti. [Kod: WUEU],spam
"Belge yok, evrak yok! 5 dakika içinde çekim garantisi. (Ref: NEIQ)",spam
Günaydın canım.,normal
Kartvizit bastırmamız lazım.,normal
PUBG Mobile UC yükleme. [Kod: GFVD],spam
Netflix üyeliğiniz askıya alındı. [Kod: SADV],spam
Doktor yarın kafeye bilet almış.,normal
Hayırlı olsun yeni işin.,normal
Wifi şifresi neydi?,normal
Papara hesabınıza 500 TL para girişi oldu. Onaylamak için tıklayın. [Kod: RSI5],spam
Sadece bugün geçerli 500 TL nakit ödül şansı. (Ref: 33SN),spam
Annem haftaya kafeye dosyayı göndermiş.,normal
Ayşe pazartesi günü sinemaya gecikeceğini söyledi.,normal
Su arıtma cihazında dev kampanya! Musluktan zehir içmeyin. (Ref: BFCW),spam
Komşu pazartesi günü tatile erken gelecek.,normal
Teyzem bugün sinemaya kargoyu teslim almış.,normal
Sürat Kargo: Kargonuz yola çıktı. (Ref: 9ADM),spam
Kardeşim yarın hastaneye gelmeyecekmiş.,normal
Nakliyat işleriniz sigortalı ve asansörlü yapılır. [Kod: X4N4],spam
Kurye bu gece hastaneye gecikeceğini söyledi.,normal
Doktor akşam markete kargoyu teslim almış.,normal
Müdür öğleden sonra tatile erken gelecek.,normal
"Bahis sitemize üye olun, 500 TL hoşgeldin bonusu kazanın! [Kod: 2AEU]",spam
Linkedin profilinizi kimler görüntüledi? Görmek için tıkla. [Kod: O6VK],spam
Annem haftaya tatile mesaj attı.,normal
Allah analı babalı büyütsün.,normal
iCloud saklama alanınız doldu. [Kod: ATAP],spam
"Hemen oyna, anında kazan. Beklemek yok. (Ref: 8QID)",spam
Dosya masrafı ödemeden kredinizi yapılandırıyoruz. Hukuk bürosunu arayın. [Kod: GAI9],spam
Burs başvurunuz kabul edildi. IBAN gönderin. (Ref: 1PM4),spam
Toplantı odası rezerve edildi.,normal
VİP üyelere özel avantajlar başladı. Hemen VİP ol kazan. [Kod: QGV0],spam
Haftasonuna özel FreeSpin yağmuru başladı. Slot oyunlarında geçerli. [Kod: KGQ1],spam
Youtube kanalınızın para kazanması açıldı. (Ref: 4H23),spam
Doktor akşam sinemaya dosyayı göndermiş.,normal
Doktor yarın eve iptal etmiş.,normal
"Hızlı havale ile anında yatırım, anında çekim imkanı. (Ref: M26F)",spam
Twitch aboneliğiniz yenilendi. [Kod: SCXA],spam
Kardeşim bu gece markete gecikeceğini söyledi.,normal
"Sayın kullanıcımız, 2500 TL değerinde hediye çeki kazandınız. [Kod: TAE1]",spam
"Benzin bitmek üzere, istasyona uğrayalım.",normal
Ziraat Bankası hesabınız şüpheli işlem nedeniyle kısıtlanmıştır. Linke tıklayın. [Kod: W0D8],spam
Kurye sabah ofise haber verdi.,normal
Teyzem birazdan sinemaya gelmeyecekmiş.,normal
Blutv deneme süreniz bitti. (Ref: YOHV),spam
Haftanın kuponunu senin için hazırladık. Banko maçlar burada. [Kod: EL36],spam
Ofiste kahve bitmiş.,normal
Hakkınızda tazminat davası açılmıştır. Dava dosyasını görmek için tıklayın. (Ref: R071),spam
"Sayın kullanıcımız, 2500 TL değerinde hediye çeki kazandınız. [Kod: YQ07]",spam
Hesabınız topluluk kurallarını ihlal etti. (Ref: 83XA),spam
Hafta sonu planın var mı?,normal
Doktor bugün eve rezervasyon yaptırmış.,normal
"Bahis sitemize üye olun, 500 TL hoşgeldin bonusu kazanın! (Ref: WGP6)",spam
Kardeşim öğleden sonra kafeye gelmeyecekmiş.,normal
Müdür yarın ofise mail atmış.,normal
Emeklilere özel faizsiz kredi imkanı. (Ref: 0QFC),spam
"Taksi çağırdım, geliyorum.",normal
"Tebrikler, 10.000 TL ödül kazandınız! Şifreniz: A123 (Ref: A11S)",spam
Diş beyazlatma işleminde %20 indirim. (Ref: 2XH4),spam
Kardeşim akşam tatile anahtarı bırakmış.,normal
"Diyet yapıyorum, tatlı yemicem.",normal
Teyzem haftaya ofise kargoyu teslim almış.,normal
Babam bu gece parka bilet almış.,normal
Hesabında kalan bakiyeyi kullanmak için son gün! [Kod: ELFL],spam
Ahmet bugün tatile gidecekmiş.,normal
Kardeşim haftaya toplantıya iptal etmiş.,normal
Müdür akşam parka kargoyu teslim almış.,normal
Komşu sabah hastaneye dosyayı göndermiş.,normal
FAST işleminiz askıda kaldı. Tamamlamak için tıklayınız. [Kod: L2XY],spam
Transkript belgesi alacağım.,normal
"Arkadaşını getir, her getirdiğin kişi için 100 TL kazan. [Kod: 18TN]",spam
"İndirim varmış, alışverişe gidelim.",normal
Hoca birazdan tatile telefon etti.,normal
Akşam halı saha maçı var.,normal
Teyzem birazdan kursuna erken gelecek.,normal
Bankamızdan ön onaylı 50.000 TL krediniz hazır. Şubeye gitmeden kullanın. (Ref: QLV0),spam
Çağrı merkezimize eleman aranıyor. Hemen başvurun. [Kod: LDP1],spam
Doktor haftaya eve mail atmış.,normal
"Vodafone Red tarifesine geç, sınırsız internetin keyfini çıkar. (Ref: 5ICS)",spam
Microsoft hesabınıza giriş yapıldı. [Kod: 1LWZ],spam
Yarın sabah yürüyüşe çıkalım mı?,normal
Bilgisayarım çok yavaşladı.,normal
Papara ile yatırım yapanlara ekstra %15 bonus. [Kod: M5L3],spam
Slot turnuvası başladı! Büyük ödül 1 Milyon TL. [Kod: EJGX],spam
"Sayın Müşteki, hakkınızda açılan icra takibi başlatılacaktır. Bilgi: 0555... [Kod: 0O0L]",spam
Komşu birazdan kursuna gelmeyecekmiş.,normal
Hesabında kalan bakiyeyi kullanmak için son gün! [Kod: XEW3],spam
Müdür akşam sinemaya bizi bekliyor.,normal
Mehmet yarın işe mesaj attı.,normal
Linkedin profilinizi kimler görüntüledi? Görmek için tıkla. [Kod: IAYP],spam
Aracınızın değerini hemen öğrenin. Nakit alıyoruz. (Ref: GJJO),spam
"Bugün hava çok soğuk, sıkı giyin.",normal
Ayşe bu gece maça erken gelecek.,normal
Aracınızın değerini hemen öğrenin. Nakit alıyoruz. (Ref: K2GI),spam
Sigorta borcunuzdan dolayı araç haczi uygulanacaktır. [Kod: FRU4],spam
Fatma yarın okula erken gelecek.,normal
Hoca akşam işe gidecekmiş.,normal
Microsoft hesabınıza giriş yapıldı. (Ref: JAP2),spam
"Sayın Müşteki, hakkınızda açılan icra takibi başlatılacaktır. Bilgi: 0555... [Kod: NYZU]",spam
Doktor yarın tatile bilet almış.,normal
Tüketici hakem heyeti kararınız sonuçlandı. Öğrenmek için tıklayın. (Ref: 26I8),spam
Teyzem bugün tatile telefon etti.,normal
Binance TR hesabınız kısıtlandı. Doğrulama yapın. (Ref: OIKQ),spam
Babam hafta sonu maça anahtarı bırakmış.,normal
Bel ve boyun ağrılarınızdan kurtulun. Manyetik korse. [Kod: P1G4],spam
Kupon tutturma taktikleri blogumuzda yayında. [Kod: SHLX],spam
Emeklilere özel faizsiz kredi imkanı. [Kod: 93CS],spam
"Hemen oyna, anında kazan. Beklemek yok. (Ref: 0OE0)",spam
Annem haftaya eve kargoyu teslim almış.,normal
Haftanın kuponunu senin için hazırladık. Banko maçlar burada. [Kod: 982A],spam
PTT kargonuz dağıtıma çıktı. [Kod: X68D],spam
Yemekhanede bugün ne var?,normal
Acil! Hesabınız bloke edilmiştir. Bilgilerinizi güncellemek için tıklayın. (Ref: O8YC),spam
Ehliyet kursumuzda son kontenjanlar. Erken kayıt avantajı. [Kod: E56S],spam
Tebrikler! Çekilişten iPhone 14 kazandınız. Hemen tıklayın: http://bit.ly/kazan [Kod: C33R],spam
"Arkadaşını getir, her getirdiğin kişi için 100 TL kazan. (Ref: LWTI)",spam
Dosya masrafsız kredi imkanı sadece bu bankada. [Kod: QLAW],spam
Deneme bonusu hesabına tanımlandı. Çevrim şartsız çekim yapabilirsin. [Kod: 07PB],spam
Komşu akşam toplantıya rezervasyon yaptırmış.,normal
Borç kapatma kredisi ile tüm borçlarınızı tek çatı altında toplayın. [Kod: XIN2],spam
Kulaklığım bozuldu.,normal
Yeni telefon alacağım.,normal
Kişiye özel arkadaşlık sitesi. Yalnızlığa son verin! (Ref: 0ZWN),spam
Komşu bu gece okula rezervasyon yaptırmış.,normal
Dolapta hiç meyve kalmamış.,normal
"Amazon hisselerine yatırım yapın, dolar kazanın. [Kod: T0HH]",spam
Zoom linkini gönderir misin?,normal
Ayşe akşam işe haber verdi.,normal
Kurye öğleden sonra maça haber verdi.,normal
Horlamaya son veren mucizevi aparat. (Ref: OWAI),spam
"Kaçak iddaa değil, lisanslı bahis! Güvenilir adresimiz güncellendi. (Ref: G5ZZ)",spam
Twitch aboneliğiniz yenilendi. (Ref: SDYS),spam
Sadece size özel kredi faiz oranları. Son gün bugün! (Ref: 11BQ),spam
MNG Kargo: Takip numaranız aşağıdadır. [Kod: VSAW],spam
Teyzem bugün parka telefon etti.,normal
FAST işleminiz askıda kaldı. Tamamlamak için tıklayınız. (Ref: ZHFM),spam
iCloud saklama alanınız doldu. [Kod: M01Y],spam
Bahis severler buraya! En yüksek oranlar sadece bizde. (Ref: 2HFQ),spam
Çiçekleri sulamayı unuttum.,normal
Microsoft hesabınıza giriş yapıldı. (Ref: UK4Z),spam
Devren satılık iş yeri fırsatları. (Ref: YJO7),spam
Snapchat şifreniz sıfırlandı. [Kod: H2OB],spam
Falcı bacı şimdi online. İlk fal ücretsiz. (Ref: QCB1),spam
Avukatımız sizinle görüşmek istiyor. (Ref: FYWM),spam
Green Card çekiliş sonuçları açıklandı. (Ref: E3D8),spam
Sigarayı bırakmak artık çok kolay. Bitkisel setimizi deneyin. [Kod: C1WW],spam
Exxen üyelik iptali için tıklayın. [Kod: WGSN],spam
Slot turnuvası başladı! Büyük ödül 1 Milyon TL. [Kod: 54IR],spam
Döviz hesabınızdaki hareketlilik incelenmektedir. [Kod: G94X],spam
Babam haftaya tatile telefon etti.,normal
Fatma yarın kafeye telefon etti.,normal
Tebligatınız muhtara bırakılmıştır. [Kod: 8MW0],spam
Ahmet gelince okula haber verdi.,normal
Babam hafta sonu maça mail atmış.,normal
Kardeşim akşam maça bilet almış.,normal
"Telegram grubumuza katılın, pump sinyallerini yakalayın. (Ref: DGJW)",spam
Kardeşim haftaya sinemaya erken gelecek.,normal
Yönetici sabah toplantıya gidecekmiş.,normal
Kantinde buluşalım.,normal
İkinci el telefon alım satım merkezi. (Ref: 4DKQ),spam
WhatsApp hesabınız başka bir cihazda açıldı. Siz değilseniz tıklayın. (Ref: 4AFW),spam
"Sayın Müşteki, hakkınızda açılan icra takibi başlatılacaktır. Bilgi: 0555... [Kod: GCW4]",spam
Dosyayı WeTransfer ile gönderdim.,normal
Kedinin mamasını verdin mi?,normal
Adli sicil kaydınızda yeni bir hareketlilik var. Kontrol ediniz. (Ref: OWKE),spam
Müdür sabah maça erken gelecek.,normal
"Telegram grubumuza katılın, pump sinyallerini yakalayın. [Kod: H4ZZ]",spam
Devren satılık iş yeri fırsatları. [Kod: A9OH],spam
Annem bu gece işe haber verdi.,normal
Hepsiburada hediye çekiniz tanımlandı. [Kod: CUB6],spam
Haftasonuna özel FreeSpin yağmuru başladı. Slot oyunlarında geçerli. (Ref: 8RXH),spam
Yatırımsız 50 TL deneme bonusunu almak için sitemize üye ol. [Kod: F4RR],spam
Babam gelince kafeye telefon etti.,normal
Hoca hafta sonu hastaneye rezervasyon yaptırmış.,normal
Hakkınızda tazminat davası açılmıştır. Dava dosyasını görmek için tıklayın. [Kod: EHMY],spam
Arabayı yıkamaya götüreceğim.,normal
Bel ve boyun ağrılarınızdan kurtulun. Manyetik korse. (Ref: QMKA),spam
Şu an müsait değilim.,normal
Proje teslim tarihi ertelendi.,normal
Yönetici bugün kafeye gidecekmiş.,normal
Facebook hesabınızda şüpheli hareketler tespit edildi. (Ref: J644),spam
Nakliyat işleriniz sigortalı ve asansörlü yapılır. (Ref: QCE3),spam
OnlyFans abonelik onayı. (Ref: L3A7),spam
Temettü emekliliği için doğru adres. [Kod: IZ9O],spam
Ayşe öğleden sonra markete telefon etti.,normal
"Mücbir sebeplerden dolayı kargonuz teslim edilemedi, tekrar dağıtım ücreti ödeyin. (Ref: 200A)",spam
Hangi bölümdesin?,normal
Yeni iş arkadaşımızla tanıştın mı?,normal
Bahis bozdur seçeneği ile kaybetmeye son. [Kod: YWXI],spam
Oyun hesabınız banlandı. [Kod: CEBA],spam
Müze kartını yanına al.,normal
Varislerinizden ameliyatsız kurtulun. [Kod: J1KH],spam
Milli Piyango sana çıkmadı ama bizde kazanabilirsin! %100 Hoşgeldin bonusu. [Kod: VOY3],spam
Bedava internet paketi kazanmak için tıkla. (Ref: VD7F),spam
Konser biletleri tükenmiş.,normal
Doktor bugün markete gidecekmiş.,normal
Ayşe bugün okula bilet almış.,normal
Ahmet birazdan kursuna anahtarı bırakmış.,normal
Annem haftaya kafeye gecikeceğini söyledi.,normal
Papara ile yatırım yapanlara ekstra %15 bonus. [Kod: ZI7E],spam
Banyodaki lamba patlamış.,normal
Mehmet gelince kursuna anahtarı bırakmış.,normal
Doğalgaz yardım başvurunuz onaylandı. [Kod: NRKL],spam
İlamsız icra takibine itiraz süreniz dolmak üzeredir. (Ref: H1OI),spam
OnlyFans abonelik onayı. [Kod: 11ZE],spam
Aras Kargo: Adres yetersizliğinden teslim edilemedi. [Kod: OKUE],spam
Bilgisayarım güncelleme yapıyor.,normal
Erasmus sınavına girecek misin?,normal
Dosya masrafsız kredi imkanı sadece bu bankada. [Kod: G6O7],spam
Müdür bu gece markete gidecekmiş.,normal
Superonline taahhüdünüz bitiyor. Yeni fiyatlardan etkilenmemek için arayın. [Kod: V3QC],spam
Komşu bu gece markete bilet almış.,normal
Fotokopileri çektirdin mi?,normal
Hoca bu gece ofise anahtarı bırakmış.,normal
Spoiler verme sakın izlemedim.,normal
Kardeşim bu gece ofise haber verdi.,normal
Halı yıkamada %50 indirim. Evden alıp eve bırakıyoruz. [Kod: VEPS],spam
Kurye bu gece markete kargoyu teslim almış.,normal
Kurye öğleden sonra toplantıya iptal etmiş.,normal
Babam öğleden sonra işe erken gelecek.,normal
Superonline taahhüdünüz bitiyor. Yeni fiyatlardan etkilenmemek için arayın. (Ref: 5G4Y),spam
Annem haftaya markete seni sordu.,normal
Exxen üyelik iptali için tıklayın. (Ref: AD3Q),spam
Müdür haftaya sinemaya bizi bekliyor.,normal
Bluetooth bağlanmıyor.,normal
Estetik operasyonlarda yaz kampanyası. [Kod: XUQO],spam
Kurye pazartesi günü toplantıya mesaj attı.,normal
Kurye sabah okula dosyayı göndermiş.,normal
Derbiye özel 50.00 oran! Galatasaray - Fenerbahçe maçı için tıkla. (Ref: E439),spam
Diziye yeni sezon gelmiş.,normal
Komşu öğleden sonra markete haber verdi.,normal
Mehmet birazdan ofise bilet almış.,normal
MNG Kargo: Takip numaranız aşağıdadır. (Ref: 4M0F),spam
Başın sağ olsun.,normal
Ayşe hafta sonu ofise haber verdi.,normal
Akbank Direkt şifrenizle hatalı giriş yapıldı. Güvenliğiniz için tıklayın. [Kod: 09XD],spam
İngilizce öğrenmek hiç bu kadar kolay olmamıştı. Online kursa katıl. [Kod: YUEY],spam
Estetik operasyonlarda yaz kampanyası. [Kod: 86O3],spam
Yatırımsız 50 TL deneme bonusunu almak için sitemize üye ol. [Kod: R7OI],spam
Oyun hesabınız banlandı. (Ref: BIP6),spam
Kredi kartı limitiniz 100.000 TL'ye yükseltildi. Onaylamak için EVET yazın. [Kod: 4NHW],spam
"Mücbir sebeplerden dolayı kargonuz teslim edilemedi, tekrar dağıtım ücreti ödeyin. (Ref: 2BSY)",spam
İşitme cihazlarında devlet ödemeli kampanya. (Ref: 8UN8),spam
WhatsApp hesabınız başka bir cihazda açıldı. Siz değilseniz tıklayın. (Ref: U5V8),spam
"Trafiğe takıldım, 10 dakika geç kalacağım.",normal
Mehmet gelince okula seni sordu.,normal
Sanal bahislerde 7/24 kazanma şansı. (Ref: MH0W),spam
Fatma öğleden sonra tatile rezervasyon yaptırmış.,normal
Spotify ödemesi başarısız. [Kod: F15T],spam
Pandemi destek ödemesi hesabınıza yatırılmıştır. Kontrol edin. [Kod: CAGF],spam
"Tebrikler, sadakat bonusu kazandınız. Hesabınıza giriş yapın. [Kod: VMPD]",spam
Kardeşim birazdan kafeye anahtarı bırakmış.,normal
Gümrükte takılan ürününüz için vergi ödemesi yapmanız gerekmektedir. [Kod: 5UX1],spam
Hoca yarın işe bilet almış.,normal
"Kaçak iddaa değil, lisanslı bahis! Güvenilir adresimiz güncellendi. [Kod: 6TQ0]",spam
Saçlarını mı kestirdin?,normal
Instagram hesabınız çalınmaya çalışıldı. Şifrenizi değiştirmek için tıklayın. (Ref: ZXP5),spam
Emeklilere özel faizsiz kredi imkanı. (Ref: 7WOU),spam
Doktor hafta sonu markete bizi bekliyor.,normal
Tebrikler! Çekilişten iPhone 14 kazandınız. Hemen tıklayın: http://bit.ly/kazan [Kod: HNS1],spam
Kaybetsen de kazanıyorsun! %30 Kayıp bonusu anında hesabında. (Ref: 5J8Z),spam
